index,x,y,Happiness_Score
38,-4.0292414458120955,-1.188662161272659,6.239
39,-0.5094799675340812,-2.036318474672704,6.218
40,2.967166052645653,-0.6410993011382283,6.084
41,1.2989686127801934,-0.6409015764199363,6.0779999999999985
42,1.233138226694282,1.5110454636959876,6.068
43,-0.7317065255295886,1.2365453688457937,6.005
44,-1.6816892172992575,2.608482048392215,5.987
45,-2.36362078762299,-0.23081888499882183,5.977
46,0.6383786977161732,0.7665637505396975,5.976
47,-3.1622084524970187,-1.042862945587851,5.921
48,1.3295067389172746,0.6255225815755932,5.919
49,2.6092789904480145,2.7807360962877965,5.897
50,2.1775396776157177,-0.32582832525401206,5.856
51,0.8770153661439781,0.030946504425032714,5.835
52,-3.844462886319316,0.34935076771540585,5.835
53,2.3465912540535343,-0.8542804987936921,5.813
54,1.8015365838286252,0.24453409118353994,5.8020000000000005
55,-0.5005123269030397,-0.4971411404146191,5.768
56,1.105913527792242,0.9650733203551721,5.7429999999999986
57,0.4762644742152421,0.4505086912663382,5.615
58,1.0570883971217904,-0.06595253647604525,5.56
59,0.39343545646589456,-1.468401251870597,5.546
60,0.42726755940177663,1.981697181800043,5.5379999999999985
61,1.8253184067741632,0.9513085153085961,5.528
62,0.7091072848481618,-1.2055745578413395,5.517
63,-0.6912835039792073,0.7925869505352077,5.51
64,1.6430451969288875,0.47162092846956893,5.488
65,-0.9540941028814661,-5.561296254746783,5.457999999999998
66,1.9135292618196766,-0.1329912307375764,5.3889999999999985
67,-0.9109567771577535,3.265988308653854,5.314
68,0.2797085026751449,0.02957592860230514,5.303
69,2.4660116258422673,0.7343004006863266,5.291
70,0.22855045035546714,1.861383359549932,5.279
71,0.7636526776871538,-0.2153007740327806,5.245
72,0.35271019263625064,3.048569223327941,5.185
73,2.5942800607142966,1.1166986259617742,5.1770000000000005
74,2.3220321250366567,0.5500745777451147,5.1610000000000005
75,-0.5754146044290223,1.0915431707827987,5.155
76,2.99588582005947,2.039740001331587,5.151
77,2.3247624830308,-0.09757734747082526,5.145
78,2.98445926412499,3.6285778242916567,5.1320000000000014
79,0.9882217122130301,-1.7303419524617656,5.129
80,1.2858498241174752,-1.06483088858938,5.122999999999998
81,1.8490766371221659,1.262177282563212,5.121
82,-0.0609727922920007,2.349382824754862,5.061
83,3.246510855757937,1.8075149104035324,5.045
84,2.96101717636827,-1.612204212911047,5.033
85,-2.0231782737295925,1.6731890841429409,4.907
86,1.6970714187000728,2.2198985720457434,4.875
87,1.5245544212324922,2.7710586064184857,4.813
88,-1.2977668130535358,1.6862186408731077,4.795
89,1.0710926621017594,3.5493933751167828,4.793
90,2.372688972706258,1.8006621544577663,4.655
91,2.1300857472248236,3.457030283192479,4.643
92,1.6724352137433158,-0.31539923806836145,4.575
93,0.9083685629631904,1.1331927527087913,4.574
94,1.0600608497192594,3.995615135110065,4.508
95,1.6285693634680531,-1.1516625799147202,4.459
96,-1.2053021479710342,3.6830970451354177,4.415
97,2.3743968994432407,3.2748203772982047,4.404
98,2.9437466896649096,1.455017051138799,4.362
99,3.274521716889249,1.266866804505569,4.36
100,-0.050654976584132316,3.012002762229511,4.356
101,3.964918615241656,0.7536827901678402,4.324
102,2.2371022948514954,-2.3515713750746063,4.276
103,4.328514578836453,1.636813779968603,4.252
104,3.3815192277487123,-0.2148074007046769,4.217
105,1.0004188063611554,2.7883623175260572,4.1930000000000005
106,2.773977288703438,-1.07437353248971,3.974
107,-1.0639852335245514,3.8877238784196524,3.907
108,-11.285917761973241,2.005761166010885,3.866
109,0.3275484524450293,3.6083183082644585,3.739
110,-0.8345248021625269,2.866412037314051,3.666
111,4.845224414547155,-2.3454716883448055,3.515
112,5.1442914203873995,3.322405997305943,3.069
